Geo,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4,Year
5.11959E+11,0.552,0.291,0.089,0.068,2045
5.11959E+11,0.652,0.262,0.07,0.016,2045
5.11959E+11,0.691,0.218,0.072,0.019,2045
5.11971E+11,0.572,0.14,0.22,0.068,2045
5.11971E+11,0.561,0.21,0.214,0.015,2045
5.11971E+11,0.427,0.179,0.376,0.018,2045
5.11971E+11,0.325,0.313,0.31,0.052,2045
5.11971E+11,0.612,0.177,0.171,0.04,2045
5.11971E+11,0.298,0.293,0.331,0.078,2045
5.11971E+11,0.323,0.248,0.42,0.009,2045
5.11971E+11,0.631,0.248,0.095,0.026,2045
5.11971E+11,0.295,0.341,0.309,0.055,2045
5.11971E+11,0.469,0.158,0.301,0.072,2045
5.11971E+11,0.325,0.329,0.289,0.057,2045
5.11971E+11,0.464,0.214,0.302,0.02,2045
5.11971E+11,0.426,0.434,0.127,0.013,2045
5.11971E+11,0.345,0.305,0.269,0.081,2045
5.11971E+11,0.517,0.253,0.218,0.012,2045
5.11971E+11,0.364,0.274,0.242,0.12,2045
5.11971E+11,0.345,0.355,0.225,0.075,2045
5.11971E+11,0.582,0.35,0.055,0.013,2045
5.11971E+11,0.337,0.295,0.322,0.046,2045
5.11971E+11,0.285,0.474,0.211,0.03,2045
5.11971E+11,0.406,0.313,0.263,0.018,2045
5.11971E+11,0.49,0.371,0.139,0,2045
5.11971E+11,0.602,0.177,0.198,0.023,2045
5.11971E+11,0.379,0.312,0.21,0.099,2045
5.11991E+11,0.033,0.361,0.296,0.31,2045
5.11991E+11,0.142,0.14,0.553,0.165,2045
5.11991E+11,0.172,0.283,0.271,0.274,2045
5.11991E+11,0.118,0.113,0.248,0.521,2045
5.11991E+11,0.162,0.14,0.395,0.303,2045
5.11991E+11,0.085,0.248,0.462,0.205,2045
5.11991E+11,0.069,0.04,0.263,0.628,2045
5.11991E+11,0.041,0,0.275,0.684,2045
5.11991E+11,0.371,0.171,0.291,0.167,2045
5.11991E+11,0.057,0.236,0.349,0.358,2045
5.11991E+11,0.129,0.284,0.506,0.081,2045
5.11991E+11,0.239,0.346,0.408,0.007,2045
5.11991E+11,0,0.424,0.455,0.121,2045
5.11991E+11,0.36,0.49,0.143,0.007,2045
5.11991E+11,0.239,0.463,0.2,0.098,2045
5.11991E+11,0.12,0.347,0.312,0.221,2045
5.11991E+11,0.215,0.17,0.456,0.159,2045
5.11991E+11,0.038,0.339,0.378,0.245,2045
5.11991E+11,0.105,0.081,0.459,0.355,2045
5.11991E+11,0,0.108,0.426,0.466,2045
5.11991E+11,0.134,0.137,0.528,0.201,2045
5.11991E+11,0.173,0.268,0.283,0.276,2045
5.11991E+11,0.247,0.348,0.368,0.037,2045
5.11991E+11,0.28,0.251,0.429,0.04,2045
5.11991E+11,0.227,0.336,0.285,0.152,2045
5.11991E+11,0.085,0.261,0.385,0.269,2045
5.11991E+11,0.154,0.203,0.322,0.321,2045
5.11991E+11,0.028,0.139,0.374,0.459,2045
5.11991E+11,0.187,0.179,0.293,0.341,2045
5.11991E+11,0.296,0.183,0.332,0.189,2045
5.11991E+11,0.506,0.329,0.108,0.057,2045
5.11991E+11,0.102,0.339,0.449,0.11,2045
5.11991E+11,0.179,0.087,0.538,0.196,2045
5.11991E+11,0.313,0.309,0.292,0.086,2045
5.11991E+11,0.067,0.109,0.383,0.441,2045
5.11991E+11,0.07,0.148,0.511,0.271,2045
5.11991E+11,0.314,0.293,0.269,0.124,2045
5.11991E+11,0.409,0.244,0.208,0.139,2045
5.11991E+11,0.035,0.12,0.421,0.424,2045
5.11991E+11,0.108,0.277,0.476,0.139,2045
5.11991E+11,0.21,0.186,0.489,0.115,2045
5.12E+11,0.25,0.25,0.25,0.25,2045
5.15102E+11,0.172,0.5,0.328,0,2045
5.15102E+11,0.179,0.39,0.265,0.166,2045
5.15102E+11,0.217,0.07,0.234,0.479,2045
5.15102E+11,0.208,0.535,0.223,0.034,2045
5.15102E+11,0.38,0.351,0.184,0.085,2045
5.15102E+11,0.105,0.377,0.324,0.194,2045
5.15102E+11,0.348,0.294,0.27,0.088,2045
5.15102E+11,0.327,0.272,0.38,0.021,2045
5.15102E+11,0.074,0.066,0.332,0.528,2045
5.15102E+11,0.232,0.279,0.322,0.167,2045
5.15102E+11,0.438,0.171,0.04,0.351,2045
5.15102E+11,0.252,0.403,0.12,0.225,2045
5.15102E+11,0.209,0.373,0.29,0.128,2045
5.15102E+11,0,0.242,0.446,0.312,2045
5.15102E+11,0.254,0.137,0.485,0.124,2045
5.15102E+11,0.309,0.321,0.296,0.074,2045
5.15102E+11,0.032,0.297,0.492,0.179,2045
5.15102E+11,0.057,0.113,0.564,0.266,2045
5.15102E+11,0.109,0.362,0.45,0.079,2045
5.15102E+11,0.08,0.286,0.384,0.25,2045
5.15102E+11,0.02,0.551,0.368,0.061,2045
5.15102E+11,0.22,0.28,0.372,0.128,2045
5.15102E+11,0.047,0.135,0.375,0.443,2045
5.15102E+11,0.124,0.428,0.274,0.174,2045
5.15102E+11,0.075,0.016,0.149,0.76,2045
5.15102E+11,0.015,0,0.281,0.704,2045
5.15102E+11,0.126,0.234,0.307,0.333,2045
5.15102E+11,0.173,0.388,0.432,0.007,2045
5.15102E+11,0.099,0.081,0.259,0.561,2045
5.15102E+11,0.168,0.297,0.307,0.228,2045
5.15102E+11,0.169,0.306,0.366,0.159,2045
5.15102E+11,0.668,0.193,0.114,0.025,2045
5.15102E+11,0.198,0.273,0.434,0.095,2045
5.15102E+11,0.637,0.199,0.164,0,2045
5.15102E+11,0.078,0.362,0.542,0.018,2045
5.15102E+11,0.226,0.116,0.437,0.221,2045
5.15102E+11,0.097,0.136,0.337,0.43,2045
5.15102E+11,0.011,0.077,0.424,0.488,2045
5.15102E+11,0.044,0.172,0.277,0.507,2045
5.15102E+11,0.19,0.426,0.384,0,2045
5.15102E+11,0.316,0.428,0.124,0.132,2045
5.15102E+11,0.111,0.315,0.421,0.153,2045
5.15102E+11,0.29,0.254,0.267,0.189,2045
5.15102E+11,0.046,0.32,0.634,0,2045
5.15102E+11,0.216,0.293,0.272,0.219,2045
5.15102E+11,0.041,0.342,0.464,0.153,2045
5.15102E+11,0.223,0.297,0.374,0.106,2045
5.15102E+11,0.25,0.25,0.25,0.25,2045
5.15102E+11,0.017,0.192,0.729,0.062,2045
5.15102E+11,0.449,0.333,0.189,0.029,2045
5.15102E+11,0.59,0.185,0.14,0.085,2045
5.15102E+11,0.155,0.312,0.441,0.092,2045
5.15102E+11,0.237,0.179,0.439,0.145,2045
5.15102E+11,0.342,0.321,0.181,0.156,2045
5.15102E+11,0.575,0.153,0.217,0.055,2045
5.15102E+11,0.431,0.3,0.234,0.035,2045
5.15102E+11,0.11,0.172,0.26,0.458,2045
5.15102E+11,0.111,0.353,0.326,0.21,2045
5.15102E+11,0.411,0.233,0.254,0.102,2045
5.15102E+11,0.101,0.049,0.307,0.543,2045
5.15102E+11,0.087,0.218,0.433,0.262,2045
5.15102E+11,0.063,0.046,0.355,0.536,2045
5.15102E+11,0.214,0.236,0.153,0.397,2045
5.15102E+11,0.16,0.178,0.403,0.259,2045
5.15102E+11,0.07,0.251,0.592,0.087,2045
5.15102E+11,0.047,0.268,0.414,0.271,2045
5.15102E+11,0.227,0.132,0.358,0.283,2045
5.15102E+11,0.194,0.118,0.495,0.193,2045
5.15102E+11,0.13,0.081,0.39,0.399,2045
5.15102E+11,0.033,0.449,0.3,0.218,2045
5.15102E+11,0.108,0.301,0.34,0.251,2045
5.15102E+11,0.042,0.289,0.178,0.491,2045
5.15102E+11,0.066,0.105,0.149,0.68,2045
5.15102E+11,0.053,0.047,0.549,0.351,2045
5.15102E+11,0.231,0.291,0.212,0.266,2045
5.15102E+11,0.053,0.105,0.417,0.425,2045
5.15102E+11,0.12,0.131,0.355,0.394,2045
5.15102E+11,0,0.051,0.146,0.803,2045
5.15102E+11,0.068,0.036,0.115,0.781,2045
5.15102E+11,0.02,0.056,0.286,0.638,2045
5.15102E+11,0.099,0.353,0.264,0.284,2045
5.15102E+11,0.042,0.251,0.519,0.188,2045
5.15102E+11,0.118,0.397,0.338,0.147,2045
5.15102E+11,0.315,0.02,0.482,0.183,2045
5.15102E+11,0.038,0.079,0.103,0.78,2045
5.15102E+11,0.031,0.068,0.152,0.749,2045
5.15102E+11,0,0.142,0.128,0.73,2045
5.15102E+11,0.043,0.068,0.078,0.811,2045
5.15102E+11,0.226,0.217,0.481,0.076,2045
5.15102E+11,0.057,0.266,0.357,0.32,2045
5.15102E+11,0.152,0.146,0.315,0.387,2045
5.15102E+11,0.099,0.117,0.309,0.475,2045
5.15102E+11,0.075,0.136,0.665,0.124,2045
5.15102E+11,0.355,0.234,0.25,0.161,2045
5.15102E+11,0.459,0.284,0.16,0.097,2045
5.15102E+11,0.543,0.269,0.109,0.079,2045
5.15102E+11,0.176,0.399,0.297,0.128,2045
5.15102E+11,0,0.108,0.145,0.747,2045
5.15102E+11,0.069,0.086,0.225,0.62,2045
5.15102E+11,0,0.14,0.371,0.489,2045
5.15102E+11,0.141,0.129,0.312,0.418,2045
5.15102E+11,0.016,0.138,0.292,0.554,2045
5.15102E+11,0.156,0.07,0.375,0.399,2045
5.15102E+11,0.2,0.107,0.223,0.47,2045
5.15102E+11,0.148,0.207,0.18,0.465,2045
5.15102E+11,0.027,0.105,0.167,0.701,2045
5.15102E+11,0.101,0.125,0.251,0.523,2045
5.15102E+11,0.013,0.109,0.232,0.646,2045
5.15102E+11,0.059,0.133,0.433,0.375,2045
5.15102E+11,0.062,0.075,0.182,0.681,2045
5.15102E+11,0,0.058,0.354,0.588,2045
5.15102E+11,0.013,0.076,0.4,0.511,2045
5.15102E+11,0.087,0.297,0.243,0.373,2045
5.15102E+11,0.208,0.289,0.1,0.403,2045
5.15102E+11,0.148,0.147,0.469,0.236,2045
5.15102E+11,0.341,0.083,0.092,0.484,2045
5.15102E+11,0.08,0.089,0.382,0.449,2045
5.15102E+11,0.07,0.085,0.094,0.751,2045
5.15102E+11,0.063,0.143,0.388,0.406,2045
5.15102E+11,0.154,0.02,0.299,0.527,2045
5.15102E+11,0.158,0.107,0.539,0.196,2045
5.15102E+11,0.039,0.027,0.249,0.685,2045
5.15102E+11,0.074,0.116,0.277,0.533,2045
5.15102E+11,0.417,0.114,0.311,0.158,2045
5.15102E+11,0.1,0.16,0.299,0.441,2045
5.15102E+11,0.092,0.179,0.57,0.159,2045
5.15102E+11,0.165,0.211,0.195,0.429,2045
5.15102E+11,0.176,0.118,0.198,0.508,2045
5.15102E+11,0,0.074,0.161,0.765,2045
5.15102E+11,0.026,0.087,0.239,0.648,2045
5.15102E+11,0.015,0.026,0.23,0.729,2045
5.15102E+11,0.106,0.195,0.311,0.388,2045
5.15102E+11,0.273,0.384,0.209,0.134,2045
5.1511E+11,0.25,0.25,0.25,0.25,2045
5.152E+11,0.568,0.223,0.209,0,2045
5.152E+11,0.873,0.05,0.077,0,2045
5.152E+11,0.499,0.383,0.118,0,2045
5.152E+11,0.658,0.074,0.135,0.133,2045
5.152E+11,1,0,0,0,2045
5.152E+11,0.506,0.224,0.261,0.009,2045
5.152E+11,0.172,0.301,0.379,0.148,2045
5.152E+11,0.356,0.388,0.146,0.11,2045
5.152E+11,0.618,0.253,0.098,0.031,2045
5.152E+11,0.637,0.186,0.163,0.014,2045
5.152E+11,0.564,0.379,0.057,0,2045
5.152E+11,0.372,0.269,0.275,0.084,2045
5.152E+11,0.111,0.499,0.288,0.102,2045
5.152E+11,0.338,0.379,0.256,0.027,2045
5.152E+11,0.316,0.222,0.405,0.057,2045
5.15309E+11,0.399,0.215,0.253,0.133,2045
5.15309E+11,0.289,0.512,0.189,0.01,2045
5.15309E+11,0.41,0.451,0.139,0,2045
5.15309E+11,0.644,0.258,0.098,0,2045
5.15309E+11,0.315,0.428,0.247,0.01,2045
5.154E+11,0.136,0.17,0.357,0.337,2045
5.154E+11,0.561,0.238,0.187,0.014,2045
5.154E+11,0.292,0.415,0.17,0.123,2045
5.154E+11,0.544,0.218,0.159,0.079,2045
5.154E+11,0.852,0.125,0.019,0.004,2045
5.154E+11,0.567,0.031,0.273,0.129,2045
5.154E+11,0.252,0.312,0.306,0.13,2045
5.154E+11,0.227,0.461,0.229,0.083,2045
5.154E+11,0.492,0.175,0.195,0.138,2045
5.154E+11,0.415,0.17,0.259,0.156,2045
5.154E+11,0.182,0.173,0.284,0.361,2045
5.154E+11,0.259,0.242,0.198,0.301,2045
5.154E+11,0.422,0.306,0.133,0.139,2045
5.154E+11,0.419,0.04,0.427,0.114,2045
5.154E+11,0.434,0.302,0.212,0.052,2045
5.154E+11,0.27,0.307,0.386,0.037,2045
5.154E+11,0.164,0.489,0.236,0.111,2045
5.154E+11,0.176,0.259,0.216,0.349,2045
5.154E+11,0.212,0.441,0.255,0.092,2045
5.154E+11,0.293,0.26,0.25,0.197,2045
5.154E+11,0.22,0.304,0.368,0.108,2045
5.154E+11,0.238,0.329,0.241,0.192,2045
5.154E+11,0.609,0.204,0.1,0.087,2045
5.154E+11,0.673,0.227,0.072,0.028,2045
5.154E+11,0.749,0,0.168,0.083,2045
5.154E+11,0.228,0.167,0.202,0.403,2045
5.154E+11,0.29,0.117,0.138,0.455,2045
5.154E+11,0.639,0.246,0.101,0.014,2045
5.154E+11,0.198,0.198,0.127,0.477,2045
5.154E+11,0.099,0.137,0.232,0.532,2045
5.154E+11,0.128,0.056,0.398,0.418,2045
5.154E+11,0.165,0,0.348,0.487,2045
5.154E+11,0.467,0.315,0.11,0.108,2045
5.154E+11,0.379,0.286,0.193,0.142,2045
5.154E+11,0.088,0.295,0.346,0.271,2045
5.154E+11,0.288,0.306,0.248,0.158,2045
5.154E+11,0.359,0.105,0.235,0.301,2045
5.154E+11,0.17,0.143,0.426,0.261,2045
5.155E+11,0.292,0.272,0.242,0.194,2045
5.155E+11,0.15,0.275,0.385,0.19,2045
5.155E+11,0.519,0.378,0.081,0.022,2045
5.155E+11,0.446,0.269,0.204,0.081,2045
5.155E+11,0.818,0.061,0.091,0.03,2045
5.155E+11,0.026,0.362,0.349,0.263,2045
5.155E+11,0.076,0.383,0.534,0.007,2045
5.155E+11,0,0.408,0.478,0.114,2045
5.155E+11,0.291,0.158,0.487,0.064,2045
5.155E+11,0.304,0.4,0.266,0.03,2045
5.155E+11,0.395,0.46,0.055,0.09,2045
5.155E+11,0.447,0.319,0.05,0.184,2045
5.155E+11,0.832,0.136,0.032,0,2045
5.155E+11,0.498,0.424,0.078,0,2045
5.155E+11,0.363,0.508,0.129,0,2045
5.155E+11,0.401,0.365,0.187,0.047,2045
5.155E+11,0.217,0.362,0.317,0.104,2045
5.155E+11,0.461,0.174,0.258,0.107,2045
5.155E+11,0.692,0.226,0.056,0.026,2045
5.155E+11,0.367,0.395,0.196,0.042,2045
5.155E+11,0.212,0.524,0.126,0.138,2045
5.155E+11,0.331,0.531,0.114,0.024,2045
5.155E+11,0.329,0.333,0.267,0.071,2045
5.155E+11,0.187,0.294,0.459,0.06,2045
5.155E+11,0.152,0.547,0.153,0.148,2045
5.155E+11,0.24,0.083,0.487,0.19,2045
5.155E+11,0.389,0.226,0.327,0.058,2045
5.155E+11,0.308,0.576,0.043,0.073,2045
5.155E+11,0.183,0.435,0.18,0.202,2045
5.155E+11,0.557,0.356,0.027,0.06,2045
5.155E+11,0.741,0.2,0.048,0.011,2045
5.155E+11,0.296,0.35,0.17,0.184,2045
5.155E+11,0.181,0.298,0.359,0.162,2045
5.155E+11,0.084,0.221,0.286,0.409,2045
5.155E+11,0,0.33,0.372,0.298,2045
5.155E+11,0.172,0.111,0.284,0.433,2045
5.155E+11,0.116,0.064,0.687,0.133,2045
5.155E+11,0.35,0.221,0.329,0.1,2045
5.155E+11,0.303,0.491,0.133,0.073,2045
5.155E+11,0.109,0.285,0.451,0.155,2045
5.155E+11,0.195,0.484,0.179,0.142,2045
5.155E+11,0.343,0.254,0.319,0.084,2045
5.155E+11,0.421,0.242,0.244,0.093,2045
5.155E+11,0.317,0.19,0.422,0.071,2045
5.155E+11,0.279,0.177,0.409,0.135,2045
5.155E+11,0.191,0.32,0.265,0.224,2045
5.155E+11,0.354,0.54,0.084,0.022,2045
5.155E+11,0.094,0.363,0.399,0.144,2045
5.155E+11,0.205,0.243,0.46,0.092,2045
5.155E+11,0.354,0.24,0.242,0.164,2045
5.155E+11,0.376,0.301,0.175,0.148,2045
5.155E+11,0.567,0.301,0.107,0.025,2045
5.155E+11,0.173,0.387,0.26,0.18,2045
5.155E+11,0.224,0.459,0.256,0.061,2045
5.155E+11,0.205,0.307,0.393,0.095,2045
5.155E+11,0.569,0.196,0.124,0.111,2045
5.155E+11,0.062,0.305,0.446,0.187,2045
5.155E+11,0.353,0.365,0.216,0.066,2045
5.155E+11,0.383,0.328,0.27,0.019,2045
5.155E+11,0.336,0.131,0.391,0.142,2045
5.155E+11,0.279,0.321,0.335,0.065,2045
5.155E+11,0.02,0.204,0.284,0.492,2045
5.155E+11,0.291,0.311,0.276,0.122,2045
5.155E+11,0.286,0.267,0.193,0.254,2045
5.155E+11,0.385,0.362,0.207,0.046,2045
5.155E+11,0.331,0.388,0.157,0.124,2045
5.155E+11,0.37,0.162,0.23,0.238,2045
5.155E+11,0.409,0.368,0.163,0.06,2045
5.155E+11,0.273,0.373,0.331,0.023,2045
5.155E+11,0.261,0.337,0.344,0.058,2045
5.155E+11,0.091,0.099,0.365,0.445,2045
5.155E+11,0.04,0.262,0.525,0.173,2045
5.155E+11,0.438,0.195,0.263,0.104,2045
5.155E+11,0.282,0.329,0.303,0.086,2045
5.155E+11,0.189,0.37,0.428,0.013,2045
5.155E+11,0.123,0.184,0.449,0.244,2045
5.155E+11,0,0.147,0.602,0.251,2045
5.155E+11,0.064,0.31,0.301,0.325,2045
5.155E+11,0.073,0.13,0.316,0.481,2045
5.155E+11,0.086,0.086,0.426,0.402,2045
5.155E+11,0.28,0.254,0.325,0.141,2045
5.155E+11,0.077,0.178,0.436,0.309,2045
5.155E+11,0.085,0.229,0.304,0.382,2045
5.155E+11,0.107,0.124,0.367,0.402,2045
5.155E+11,0.266,0.161,0.426,0.147,2045
5.155E+11,0.12,0.169,0.517,0.194,2045
5.155E+11,0.13,0.227,0.476,0.167,2045
5.155E+11,0.081,0.071,0.314,0.534,2045
5.155E+11,0.055,0.046,0.366,0.533,2045
5.155E+11,0.054,0.177,0.371,0.398,2045
5.155E+11,0.087,0.267,0.337,0.309,2045
5.155E+11,0.093,0.186,0.376,0.345,2045
5.155E+11,0.185,0.305,0.291,0.219,2045
5.155E+11,0.205,0.247,0.321,0.227,2045
5.155E+11,0.125,0.142,0.452,0.281,2045
5.155E+11,0.071,0.138,0.448,0.343,2045
5.155E+11,0.136,0.291,0.417,0.156,2045
5.155E+11,0.141,0.193,0.317,0.349,2045
5.155E+11,0.103,0.138,0.299,0.46,2045
5.155E+11,0.153,0.275,0.315,0.257,2045
5.155E+11,0.092,0.182,0.279,0.447,2045
5.155E+11,0.109,0.088,0.258,0.545,2045
5.155E+11,0.157,0.231,0.318,0.294,2045
5.155E+11,0.166,0.263,0.295,0.276,2045
5.155E+11,0.248,0.325,0.379,0.048,2045
5.155E+11,0.253,0.279,0.311,0.157,2045
5.155E+11,0.127,0.1,0.552,0.221,2045
5.155E+11,0.225,0.184,0.41,0.181,2045
5.155E+11,0.041,0.225,0.466,0.268,2045
5.155E+11,0,0.226,0.44,0.334,2045
5.155E+11,0,0.041,0.482,0.477,2045
5.155E+11,0.054,0.196,0.43,0.32,2045
5.155E+11,0.175,0.195,0.476,0.154,2045
5.155E+11,0.113,0.279,0.504,0.104,2045
5.155E+11,0.085,0.486,0.366,0.063,2045
5.155E+11,0.1,0.296,0.329,0.275,2045
5.155E+11,0.706,0.131,0.163,0,2045
5.155E+11,0.428,0.317,0.182,0.073,2045
5.155E+11,0.427,0.241,0.291,0.041,2045
5.155E+11,0.354,0.363,0.261,0.022,2045
5.155E+11,0.333,0.44,0.156,0.071,2045
5.155E+11,0.182,0.438,0.237,0.143,2045
5.155E+11,0.397,0.329,0.251,0.023,2045
5.155E+11,0.202,0.353,0.308,0.137,2045
5.155E+11,0.066,0.026,0.244,0.664,2045
5.155E+11,0.099,0.151,0.427,0.323,2045
5.155E+11,0.035,0.31,0.37,0.285,2045
5.155E+11,0.092,0.224,0.402,0.282,2045
5.155E+11,0.202,0.257,0.411,0.13,2045
5.155E+11,0.235,0.337,0.319,0.109,2045
5.155E+11,0.254,0.283,0.38,0.083,2045
5.155E+11,0.423,0.303,0.225,0.049,2045
5.155E+11,0.105,0.179,0.37,0.346,2045
5.155E+11,0.112,0.015,0.267,0.606,2045
5.155E+11,0.549,0.226,0.191,0.034,2045
5.155E+11,0.052,0.656,0.216,0.076,2045
5.155E+11,0.182,0.245,0.477,0.096,2045
5.155E+11,0.514,0.224,0.09,0.172,2045
5.155E+11,0,0.344,0.298,0.358,2045
5.155E+11,0.063,0.215,0.411,0.311,2045
5.155E+11,0.252,0.303,0.276,0.169,2045
5.155E+11,0.169,0.422,0.243,0.166,2045
5.155E+11,0.113,0.292,0.519,0.076,2045
5.155E+11,0.2,0.169,0.388,0.243,2045
5.15708E+11,0.149,0.28,0.457,0.114,2045
5.15708E+11,0.227,0.149,0.392,0.232,2045
5.15708E+11,0.185,0.23,0.409,0.176,2045
5.15708E+11,0.654,0.134,0.175,0.037,2045
5.15708E+11,0.357,0.308,0.319,0.016,2045
5.15708E+11,0.451,0.338,0.129,0.082,2045
5.15708E+11,0.149,0.132,0.496,0.223,2045
5.15708E+11,0.264,0.375,0.332,0.029,2045
5.15708E+11,0.456,0.23,0.117,0.197,2045
5.15708E+11,0.152,0.565,0.169,0.114,2045
5.15708E+11,0.325,0.327,0.299,0.049,2045
5.15708E+11,0.382,0.332,0.247,0.039,2045
5.15801E+11,0.54,0.376,0.084,0,2045
5.15801E+11,0.676,0.243,0.081,0,2045
5.15801E+11,0.424,0.238,0.338,0,2045
5.15801E+11,0.314,0.557,0.112,0.017,2045
5.15801E+11,0.591,0.233,0.155,0.021,2045
5.15801E+11,0.524,0.246,0.222,0.008,2045
5.159E+11,0.479,0.327,0.148,0.046,2045
5.159E+11,0.406,0.314,0.237,0.043,2045
5.159E+11,0.466,0.476,0.058,0,2045
5.159E+11,0.549,0.386,0.065,0,2045
5.159E+11,0.721,0.199,0.066,0.014,2045
5.159E+11,0.595,0.219,0.168,0.018,2045
5.159E+11,0.857,0.11,0.033,0,2045
5.159E+11,0.577,0.284,0.139,0,2045
5.159E+11,0.552,0.272,0.155,0.021,2045
5.159E+11,0.472,0.304,0.088,0.136,2045
5.159E+11,0.779,0.184,0.027,0.01,2045
5.159E+11,0.658,0.245,0.08,0.017,2045
5.159E+11,0.556,0.184,0.192,0.068,2045
5.159E+11,0.518,0.262,0.178,0.042,2045
5.159E+11,0.512,0.259,0.163,0.066,2045
5.159E+11,0.865,0.115,0.02,0,2045
5.159E+11,0.656,0.095,0.172,0.077,2045
5.159E+11,0.669,0.151,0.18,0,2045
5.159E+11,0.272,0.241,0.32,0.167,2045
5.159E+11,0.385,0.272,0.196,0.147,2045
5.159E+11,0.314,0.245,0.335,0.106,2045
5.159E+11,0.491,0.3,0.195,0.014,2045
5.159E+11,0.518,0.325,0.09,0.067,2045
5.159E+11,0.345,0.204,0.277,0.174,2045
5.159E+11,0.5,0.339,0.132,0.029,2045
5.159E+11,0.608,0.328,0.042,0.022,2045
5.159E+11,0.245,0.271,0.346,0.138,2045
5.159E+11,0.591,0.228,0.13,0.051,2045
5.159E+11,0.575,0.339,0.086,0,2045
5.159E+11,0.697,0.232,0.061,0.01,2045
5.159E+11,0.459,0.357,0.133,0.051,2045
5.159E+11,0.562,0.33,0.101,0.007,2045
5.159E+11,0.415,0.153,0.388,0.044,2045
5.159E+11,0.597,0.223,0.166,0.014,2045
5.159E+11,0.768,0.13,0.057,0.045,2045
5.159E+11,0.42,0.38,0.175,0.025,2045
5.159E+11,0.249,0.274,0.288,0.189,2045
5.1591E+11,0.25,0.25,0.25,0.25,2045
5.15959E+11,0.712,0.195,0.065,0.028,2045
5.15959E+11,0.251,0.469,0.273,0.007,2045
5.15959E+11,0.349,0.188,0.379,0.084,2045
5.15959E+11,0.56,0.246,0.183,0.011,2045
5.15959E+11,0.176,0.114,0.505,0.205,2045
5.15959E+11,0.337,0.388,0.237,0.038,2045
5.15959E+11,0.591,0.234,0.147,0.028,2045
5.16003E+11,0.263,0.073,0.334,0.33,2045
5.16003E+11,0.186,0.084,0.241,0.489,2045
5.16003E+11,0.138,0.362,0.258,0.242,2045
5.16003E+11,0.27,0.222,0.307,0.201,2045
5.16003E+11,0.324,0.201,0.261,0.214,2045
5.16003E+11,0.093,0.074,0.289,0.544,2045
5.16003E+11,0.159,0.24,0.206,0.395,2045
5.16003E+11,0.055,0,0.215,0.73,2045
5.16003E+11,0.222,0.196,0.259,0.323,2045
5.16003E+11,0.108,0.237,0.255,0.4,2045
5.16003E+11,0.218,0.14,0.307,0.335,2045
5.16003E+11,0.073,0.158,0.421,0.348,2045
5.16003E+11,0.073,0.257,0.373,0.297,2045
5.16003E+11,0.246,0.148,0.143,0.463,2045
5.16003E+11,0.088,0.084,0.457,0.371,2045
5.16003E+11,0.109,0.23,0.253,0.408,2045
5.16003E+11,0.36,0.111,0.242,0.287,2045
5.16105E+11,0.151,0.094,0.215,0.54,2045
5.16105E+11,0.023,0.065,0.315,0.597,2045
5.16105E+11,0,0.033,0.187,0.78,2045
5.16105E+11,0.373,0.386,0.146,0.095,2045
5.16105E+11,0.157,0.224,0.105,0.514,2045
5.16105E+11,0.038,0.242,0.391,0.329,2045
5.16105E+11,0.11,0.243,0.288,0.359,2045
5.16105E+11,0.147,0.132,0.265,0.456,2045
5.16105E+11,0.182,0.239,0.477,0.102,2045
5.16105E+11,0.041,0.079,0.156,0.724,2045
5.16201E+11,0.224,0.365,0.341,0.07,2045
5.16201E+11,0.251,0.417,0.247,0.085,2045
5.16201E+11,0.13,0.398,0.366,0.106,2045
5.16201E+11,0.625,0.269,0.106,0,2045
5.16201E+11,0.452,0.373,0.16,0.015,2045
5.16201E+11,0.711,0.169,0.12,0,2045
5.163E+11,0.149,0.189,0.137,0.525,2045
5.163E+11,0.176,0.251,0.332,0.241,2045
5.163E+11,0.263,0.294,0.214,0.229,2045
5.163E+11,0.403,0.483,0.106,0.008,2045
5.163E+11,0.353,0.272,0.124,0.251,2045
5.163E+11,0.559,0.182,0.225,0.034,2045
5.163E+11,0.476,0.19,0.194,0.14,2045
5.163E+11,0.395,0.428,0.107,0.07,2045
5.163E+11,0.073,0.499,0.173,0.255,2045
5.163E+11,0.23,0.381,0.221,0.168,2045
5.163E+11,0.279,0.215,0.347,0.159,2045
5.163E+11,0.147,0.521,0.252,0.08,2045
5.163E+11,0.164,0.309,0.465,0.062,2045
5.163E+11,0.173,0.414,0.297,0.116,2045
5.163E+11,0.483,0.12,0.084,0.313,2045
5.163E+11,0.364,0.058,0.27,0.308,2045
5.163E+11,0.121,0.408,0.379,0.092,2045
5.163E+11,0.299,0.242,0.147,0.312,2045
5.163E+11,0.035,0.162,0.281,0.522,2045
5.163E+11,0.529,0.18,0.245,0.046,2045
5.16401E+11,0.494,0.241,0.146,0.119,2045
5.16401E+11,0.38,0.362,0.188,0.07,2045
5.16401E+11,0.725,0.077,0.198,0,2045
5.16401E+11,0.449,0.37,0.151,0.03,2045
5.16401E+11,0.671,0.178,0.038,0.113,2045
5.16401E+11,0.455,0.229,0.232,0.084,2045
5.16401E+11,0.595,0.26,0.137,0.008,2045
5.16401E+11,0.561,0.104,0.17,0.165,2045
5.165E+11,0.193,0.2,0.291,0.316,2045
